10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,,Status
731100019,Pajo,72226019,Bgy,,,,U,"20,999",,"25,845",,
731100020,Pangan-an,72226020,Bgy,,,,R,"2,070",,"2,348",,
731100021,Poblacion,72226021,Bgy,,,,U,"5,581",,"6,238",,
731100022,Punta Engaño,72226022,Bgy,,,,U,"8,753",,"11,425",,
731100024,Pusok,72226024,Bgy,,,,U,"28,810",,"32,791",,
731100025,Sabang,72226025,Bgy,,,,U,"6,091",,"6,910",,
731100026,Santa Rosa,72226026,Bgy,,,,U,"4,302",,"5,388",,
731100027,Subabasbas,72226027,Bgy,,,,U,"6,288",,"7,961",,
731100028,Talima,72226028,Bgy,,,,U,"5,734",,"5,973",,
731100029,Tingo,72226029,Bgy,,,,R,"3,088",,"3,231",,
731100030,Tungasan,72226030,Bgy,,,,R,"1,871",,"2,244",,
731100031,San Vicente,72226031,Bgy,,,,R,"3,854",,"4,209",,
702227000,Liloan,72227000,Mun,,,1st,,"118,753",,"153,197",,
702227001,Cabadiangan,72227001,Bgy,,,,R,"1,982",,"2,209",,
702227002,Calero,72227002,Bgy,,,,U,"5,315",,"6,821",,
702227003,Catarman,72227003,Bgy,,,,U,"15,829",,"20,162",,
702227004,Cotcot,72227004,Bgy,,,,U,"6,796",,"10,598",,
702227005,Jubay,72227005,Bgy,,,,U,"11,931",,"14,904",,
702227006,Lataban,72227006,Bgy,,,,R,"2,245",,"2,516",,
702227007,Mulao,72227007,Bgy,,,,R,"1,067",,"1,189",,
702227008,Poblacion,72227008,Bgy,,,,U,"15,041",,"16,657",,
702227009,San Roque,72227009,Bgy,,,,R,"1,521",,"1,797",,
702227010,San Vicente,72227010,Bgy,,,,U,"10,219",,"13,069",,
702227011,Santa Cruz,72227011,Bgy,,,,R,"2,203",,"2,689",,
702227012,Tabla,72227012,Bgy,,,,R,"1,423",,"1,562",,
702227013,Tayud,72227013,Bgy,,,,U,"15,814",,"21,978",,
702227014,Yati,72227014,Bgy,,,,U,"27,367",,"37,046",,
702228000,Madridejos,72228000,Mun,,,4th,,"36,429",,"42,039",,
702228001,Bunakan,72228001,Bgy,,,,R,"1,888",,"2,139",,
702228002,Kangwayan,72228002,Bgy,,,,R,"1,083",,"1,365",,
702228003,Kaongkod,72228003,Bgy,,,,R,"3,454",,"4,028",,
702228004,Kodia,72228004,Bgy,,,,R,"2,077",,"2,370",,
702228005,Maalat,72228005,Bgy,,,,R,"2,212",,"2,864",,
702228006,Malbago,72228006,Bgy,,,,R,"2,593",,"3,166",,
702228007,Mancilang,72228007,Bgy,,,,U,"4,934",,"5,299",,
702228008,Pili,72228008,Bgy,,,,R,"2,449",,"2,885",,
702228009,Poblacion,72228009,Bgy,,,,R,"3,509",,"3,597",,
702228010,San Agustin,72228010,Bgy,,,,R,"2,399",,"3,027",,
702228011,Tabagak,72228011,Bgy,,,,R,"1,919",,"2,196",,
702228012,Talangnan,72228012,Bgy,,,,R,"3,294",,"3,666",,
702228013,Tarong,72228013,Bgy,,,,R,"2,879",,"3,100",,
702228014,Tugas,72228014,Bgy,,,,R,"1,739",,"2,337",,
702229000,Malabuyoc,72229000,Mun,,,5th,,"19,373",,"19,770",,
702229001,Armeña,72229001,Bgy,Cansilongan,,,R,"1,016",,950,,
702229004,Tolosa,72229004,Bgy,Calatagan,,,R,"1,422",,"1,615",,
702229005,Cerdeña,72229005,Bgy,Ansan,,,R,"1,993",,"2,011",,
702229006,Labrador,72229006,Bgy,Bulod,,,R,733,,744,,
702229007,Looc,72229007,Bgy,,,,R,"1,218",,"1,173",,
702229008,Lombo,72229008,Bgy,,,,R,"1,441",,"1,327",,
702229009,Mahanlud,72229009,Bgy,,,,R,554,,605,,
702229010,Mindanao,72229010,Bgy,Pajo,,,R,532,,533,,
702229011,Montañeza,72229011,Bgy,Inamlang,,,R,"3,229",,"3,212",,
702229012,Salmeron,72229012,Bgy,Bulak,,,R,763,,774,,
702229013,Santo Niño,72229013,Bgy,,,,R,"2,630",,"2,721",,
702229014,Sorsogon,72229014,Bgy,Balimaya,,,R,"1,015",,"1,159",,
702229015,Barangay I ,72229015,Bgy,,,,R,"1,638",,"1,773",,Pob.
702229016,Barangay II ,72229016,Bgy,,,,R,"1,189",,"1,173",,Pob.
731300000,City of Mandaue,72230000,City,,HUC,1st,,"362,654",,"364,116",,
731300001,Alang-alang,72230001,Bgy,,,,U,"13,457",,"11,495",,
731300002,Bakilid,72230002,Bgy,,,,U,"4,591",,"4,387",,
731300003,Banilad,72230003,Bgy,,,,U,"22,771",,"18,386",,
731300004,Basak,72230004,Bgy,,,,U,"10,606",,"11,777",,
731300005,Cabancalan,72230005,Bgy,,,,U,"14,132",,"14,841",,
731300006,Cambaro,72230006,Bgy,,,,U,"9,474",,"8,990",,
731300007,Canduman,72230007,Bgy,,,,U,"18,852",,"23,455",,
731300008,Casili,72230008,Bgy,,,,U,"4,558",,"5,403",,
731300009,Casuntingan,72230009,Bgy,,,,U,"14,690",,"16,846",,
731300010,Centro ,72230010,Bgy,,,,U,"3,383",,"2,980",,Pob.
731300011,Cubacub,72230011,Bgy,,,,U,"10,284",,"13,832",,
731300012,Guizo,72230012,Bgy,,,,U,"9,623",,"7,258",,
731300013,Ibabao-Estancia,72230013,Bgy,,,,U,"9,503",,"6,994",,
731300014,Jagobiao,72230014,Bgy,,,,U,"13,685",,"12,138",,
731300015,Labogon,72230015,Bgy,,,,U,"21,028",,"20,466",,
731300016,Looc,72230016,Bgy,,,,U,"17,143",,"17,395",,
731300017,Maguikay,72230017,Bgy,,,,U,"14,645",,"14,956",,
731300018,Mantuyong,72230018,Bgy,,,,U,"6,540",,"5,487",,
731300019,Opao,72230019,Bgy,,,,U,"11,457",,"12,014",,
731300020,Pakna-an,72230020,Bgy,,,,U,"26,943",,"30,532",,
731300021,Pagsabungan,72230021,Bgy,,,,U,"20,335",,"20,266",,
731300022,Subangdaku,72230022,Bgy,,,,U,"17,714",,"17,097",,
731300023,Tabok,72230023,Bgy,,,,U,"18,167",,"19,486",,
731300024,Tawason,72230024,Bgy,,,,U,"4,958",,"6,984",,
731300025,Tingub,72230025,Bgy,,,,U,"6,774",,"6,082",,
731300026,Tipolo,72230026,Bgy,,,,U,"18,840",,"15,790",,
731300027,Umapad,72230027,Bgy,,,,U,"18,501",,"18,779",,
702231000,Medellin,72231000,Mun,,,2nd,,"55,332",,"59,605",,
702231001,Antipolo,72231001,Bgy,,,,U,"4,981",,"6,532",,
702231002,Curva,72231002,Bgy,,,,R,"2,241",,"2,468",,
702231003,Daanlungsod,72231003,Bgy,,,,R,"3,782",,"2,947",,
702231004,Dalingding Sur,72231004,Bgy,,,,R,970,,896,,
702231005,Dayhagon,72231005,Bgy,,,,R,"1,803",,"2,019",,
702231006,Gibitngil,72231006,Bgy,,,,R,"2,128",,"2,216",,
702231007,Canhabagat,72231007,Bgy,,,,R,"2,355",,"2,373",,
702231008,Caputatan Norte,72231008,Bgy,,,,R,"2,890",,"2,932",,
702231009,Caputatan Sur,72231009,Bgy,,,,R,"2,712",,"2,772",,
702231010,Kawit,72231010,Bgy,,,,U,"7,626",,"7,991",,
702231011,Lamintak Norte,72231011,Bgy,,,,R,"2,130",,"2,348",,
702231012,Luy-a,72231012,Bgy,,,,U,"1,938",,"1,564",,
702231013,Panugnawan,72231013,Bgy,,,,R,"2,290",,"2,665",,
702231014,Poblacion,72231014,Bgy,,,,U,"5,500",,"6,825",,
702231015,Tindog,72231015,Bgy,,,,U,"3,393",,"3,981",,
702231016,Don Virgilio Gonzales,72231016,Bgy,,,,R,"1,473",,"1,547",,
702231017,Lamintak Sur,72231017,Bgy,,,,R,"2,583",,"2,904",,
702231018,Maharuhay,72231018,Bgy,,,,R,"1,477",,"1,679",,
702231019,Mahawak,72231019,Bgy,,,,R,"3,060",,"2,946",,
702232000,Minglanilla,72232000,Mun,,,1st,,"132,135",,"151,002",,
702232001,Cadulawan,72232001,Bgy,,,,U,"5,321",,"6,272",,
702232002,Calajo-an,72232002,Bgy,,,,U,"11,583",,"12,958",,
702232003,Camp 7,72232003,Bgy,,,,R,"2,571",,"3,258",,
702232004,Camp 8,72232004,Bgy,,,,R,"1,798",,"2,294",,
702232005,Cuanos,72232005,Bgy,,,,R,"2,809",,"3,758",,
702232006,Guindaruhan,72232006,Bgy,,,,R,"3,503",,"3,881",,
702232007,Linao,72232007,Bgy,,,,U,"12,943",,"16,141",,
702232008,Manduang,72232008,Bgy,,,,R,"2,147",,"2,737",,
702232009,Pakigne,72232009,Bgy,,,,U,"12,644",,"14,351",,
702232010,Poblacion Ward I,72232010,Bgy,,,,U,"2,087",,"2,306",,
702232011,Poblacion Ward II,72232011,Bgy,,,,U,"3,254",,"3,559",,
702232012,Poblacion Ward III,72232012,Bgy,,,,U,"2,884",,"2,681",,
702232013,Poblacion Ward IV,72232013,Bgy,,,,U,"4,767",,"4,316",,
702232014,Tubod,72232014,Bgy,,,,U,"5,626",,"5,136",,
702232015,Tulay,72232015,Bgy,,,,U,"11,286",,"11,834",,
702232016,Tunghaan,72232016,Bgy,,,,U,"14,187",,"16,538",,
702232017,Tungkop,72232017,Bgy,,,,U,"11,003",,"14,252",,
702232018,Vito,72232018,Bgy,,,,U,"8,613",,"11,133",,
702232019,Tungkil,72232019,Bgy,,,,U,"13,109",,"13,597",,
702233000,Moalboal,72233000,Mun,,,4th,,"31,130",,"36,930",,
702233001,Agbalanga,72233001,Bgy,,,,R,940,,"1,065",,
702233002,Bala,72233002,Bgy,,,,R,700,,767,,
702233003,Balabagon,72233003,Bgy,,,,R,"1,825",,"2,395",,
702233004,Basdiot,72233004,Bgy,,,,U,"5,949",,"6,867",,
702233005,Batadbatad,72233005,Bgy,,,,R,"1,318",,"1,619",,
702233006,Bugho,72233006,Bgy,,,,R,"1,824",,"2,088",,
702233007,Buguil,72233007,Bgy,,,,R,756,,832,,
702233008,Busay,72233008,Bgy,,,,R,"1,309",,"1,613",,
702233009,Lanao,72233009,Bgy,,,,R,"1,424",,"1,914",,
702233010,Poblacion East,72233010,Bgy,,,,U,"2,521",,"2,911",,
702233011,Poblacion West,72233011,Bgy,,,,R,"3,240",,"3,567",,
702233012,Saavedra,72233012,Bgy,,,,R,"2,881",,"3,381",,
702233013,Tomonoy,72233013,Bgy,,,,R,"2,018",,"2,634",,
702233014,Tuble,72233014,Bgy,,,,R,"2,012",,"2,415",,
702233015,Tunga,72233015,Bgy,,,,R,"2,413",,"2,862",,
702234000,City of Naga,72234000,City,,CC,5th,,"115,750",,"133,184",,
702234001,Alfaco,72234001,Bgy,,,,R,"3,486",,"3,986",,
702234002,Bairan,72234002,Bgy,,,,R,"2,173",,"2,379",,
702234003,Balirong,72234003,Bgy,,,,U,"4,760",,"5,152",,
702234004,Cabungahan,72234004,Bgy,,,,R,"1,306",,"1,562",,
702234005,Cantao-an,72234005,Bgy,,,,U,"5,889",,"7,223",,
702234006,Central Poblacion,72234006,Bgy,,,,U,896,,806,,
702234007,Cogon,72234007,Bgy,,,,R,"4,267",,"4,654",,
702234008,Colon,72234008,Bgy,,,,U,"4,467",,"5,245",,
702234009,East Poblacion,72234009,Bgy,,,,U,636,,406,,
702234010,Inoburan,72234010,Bgy,,,,U,"6,054",,"7,419",,
702234011,Inayagan,72234011,Bgy,,,,U,"8,342",,"10,351",,
702234012,Jaguimit,72234012,Bgy,,,,R,"2,344",,"2,367",,
702234013,Lanas,72234013,Bgy,,,,R,"2,890",,"3,270",,
702234014,Langtad,72234014,Bgy,,,,U,"6,220",,"7,078",,
702234015,Lutac,72234015,Bgy,,,,U,"4,603",,"5,498",,
702234016,Mainit,72234016,Bgy,,,,R,"2,770",,"3,438",,
702234017,Mayana,72234017,Bgy,,,,R,"1,299",,"1,460",,
702234018,Naalad,72234018,Bgy,,,,R,"2,937",,"3,546",,
702234019,North Poblacion,72234019,Bgy,,,,R,"3,019",,"3,081",,
702234020,Pangdan,72234020,Bgy,,,,U,"4,730",,"6,214",,
702234021,Patag,72234021,Bgy,,,,R,"1,419",,"1,539",,
702234022,South Poblacion,72234022,Bgy,,,,U,"5,673",,"6,912",,
702234023,Tagjaguimit,72234023,Bgy,,,,R,"2,317",,"3,207",,
702234024,Tangke,72234024,Bgy,,,,U,"5,263",,"5,171",,
702234025,Tinaan,72234025,Bgy,,,,U,"7,157",,"7,457",,
702234027,Tuyan,72234027,Bgy,,,,U,"11,337",,"13,444",,
702234028,Uling,72234028,Bgy,,,,U,"6,187",,"6,242",,
702234029,West Poblacion,72234029,Bgy,,,,R,"3,309",,"4,077",,
702235000,Oslob,72235000,Mun,,,4th,,"27,893",,"29,264",,
702235001,Alo,72235001,Bgy,,,,R,"1,395",,"1,196",,
702235002,Bangcogon,72235002,Bgy,,,,R,"1,108",,"1,231",,
702235003,Bonbon,72235003,Bgy,,,,R,"1,303",,"1,555",,
702235004,Calumpang,72235004,Bgy,,,,R,"1,080",,"1,024",,
702235005,Canangca-an,72235005,Bgy,,,,R,591,,481,,
702235006,Cañang,72235006,Bgy,,,,R,"1,044",,"1,009",,
702235007,Can-ukban,72235007,Bgy,,,,R,522,,584,,
702235009,Cansalo-ay,72235009,Bgy,,,,R,584,,681,,
702235010,Daanlungsod,72235010,Bgy,,,,R,"1,612",,"1,736",,
702235011,Gawi,72235011,Bgy,,,,R,"1,685",,"1,876",,
702235012,Hagdan,72235012,Bgy,,,,R,652,,731,,
702235014,Lagunde,72235014,Bgy,,,,R,"2,830",,"3,273",,
702235015,Looc,72235015,Bgy,,,,R,"1,163",,"1,183",,
702235016,Luka,72235016,Bgy,,,,R,"1,241",,"1,210",,
702235017,Mainit,72235017,Bgy,,,,R,"1,394",,"1,339",,
702235018,Manlum,72235018,Bgy,,,,R,414,,411,,
702235019,Nueva Caceres,72235019,Bgy,,,,R,"1,129",,"1,189",,
702235020,Poblacion,72235020,Bgy,,,,U,"4,224",,"4,446",,
702235021,Pungtod,72235021,Bgy,,,,R,"1,555",,"1,567",,
702235023,Tan-awan,72235023,Bgy,,,,R,"1,429",,"1,512",,
702235024,Tumalog,72235024,Bgy,,,,R,938,,"1,030",,
702236000,Pilar,72236000,Mun,,,5th,,"11,308",,"12,506",,
702236001,Biasong,72236001,Bgy,,,,R,345,,406,,
702236002,Cawit,72236002,Bgy,,,,R,"1,925",,"2,251",,
702236003,Dapdap,72236003,Bgy,,,,R,563,,671,,
702236004,Esperanza,72236004,Bgy,,,,R,815,,855,,
702236005,Lanao,72236005,Bgy,,,,R,"1,029",,947,,
702236006,Lower Poblacion,72236006,Bgy,,,,R,745,,826,,
702236007,Moabog,72236007,Bgy,,,,R,"1,034",,"1,172",,
702236008,Montserrat,72236008,Bgy,,,,R,"1,202",,"1,260",,
702236011,San Isidro,72236011,Bgy,,,,R,482,,643,,
702236012,San Juan,72236012,Bgy,,,,R,730,,796,,
702236013,Upper Poblacion,72236013,Bgy,,,,R,865,,925,,
702236014,Villahermosa,72236014,Bgy,,,,R,991,,"1,177",,
702236015,Imelda,72236015,Bgy,,,,R,582,,577,,
702237000,Pinamungajan,72237000,Mun,,,2nd,,"65,955",,"75,131",,
702237001,Anislag,72237001,Bgy,,,,R,"1,597",,"1,613",,
702237002,Anopog,72237002,Bgy,,,,R,"3,797",,"4,362",,
702237003,Binabag,72237003,Bgy,,,,R,"2,142",,"2,264",,
702237004,Buhingtubig,72237004,Bgy,,,,R,"1,763",,"2,192",,
702237005,Busay,72237005,Bgy,,,,R,"1,117",,"1,396",,
702237006,Butong,72237006,Bgy,,,,R,"2,035",,"2,394",,
702237007,Cabiangon,72237007,Bgy,,,,R,"1,000",,"1,244",,
702237008,Camugao,72237008,Bgy,,,,R,"2,048",,"2,521",,
702237009,Duangan,72237009,Bgy,,,,R,"1,400",,"1,591",,
702237010,Guimbawian,72237010,Bgy,,,,R,"1,894",,"2,086",,
702237011,Lamac,72237011,Bgy,,,,U,"5,953",,"7,070",,
702237012,Lut-od,72237012,Bgy,,,,R,"3,112",,"3,219",,
702237013,Mangoto,72237013,Bgy,,,,R,"2,602",,"2,728",,
702237014,Opao,72237014,Bgy,,,,R,503,,655,,
702237015,Pandacan,72237015,Bgy,,,,U,"5,890",,"7,583",,
702237016,Poblacion,72237016,Bgy,,,,U,"6,754",,"7,038",,
702237017,Punod,72237017,Bgy,,,,R,"1,781",,"2,237",,
702237018,Rizal,72237018,Bgy,,,,R,"2,418",,"3,054",,
702237019,Sacsac,72237019,Bgy,,,,R,"1,533",,"1,547",,
702237020,Sambagon,72237020,Bgy,,,,R,"1,233",,"1,376",,
702237021,Sibago,72237021,Bgy,,,,R,"2,261",,"2,751",,
702237022,Tajao,72237022,Bgy,,,,U,"6,915",,"7,395",,
702237023,Tangub,72237023,Bgy,,,,R,880,,"1,151",,
702237024,Tanibag,72237024,Bgy,,,,R,"2,002",,"1,877",,
702237025,Tupas,72237025,Bgy,,,,R,864,,991,,
702237026,Tutay,72237026,Bgy,,,,R,"2,461",,"2,796",,
702238000,Poro,72238000,Mun,,,4th,,"25,212",,"26,232",,
702238001,Adela,72238001,Bgy,,,,R,"1,737",,"1,749",,
702238002,Altavista,72238002,Bgy,,,,R,958,,"1,019",,
702238003,Cagcagan,72238003,Bgy,,,,R,"3,114",,"3,351",,
702238004,Cansabusab,72238004,Bgy,,,,R,577,,574,,
702238005,Daan Paz,72238005,Bgy,,,,R,922,,807,,
702238006,Eastern Poblacion,72238006,Bgy,,,,R,"1,158",,"1,145",,
702238007,Esperanza,72238007,Bgy,,,,R,"3,324",,"3,488",,
702238008,Libertad,72238008,Bgy,,,,R,"1,313",,"1,216",,
702238010,Mabini,72238010,Bgy,,,,R,"1,259",,"1,328",,
702238011,Mercedes,72238011,Bgy,,,,R,"2,585",,"2,973",,
702238012,Pagsa,72238012,Bgy,,,,R,"1,183",,835,,
702238013,Paz,72238013,Bgy,,,,R,"1,252",,"1,297",,
702238014,Rizal,72238014,Bgy,,,,R,871,,786,,
702238015,San Jose,72238015,Bgy,,,,R,"1,255",,"1,375",,
702238016,Santa Rita,72238016,Bgy,,,,R,705,,996,,
702238018,Teguis,72238018,Bgy,,,,R,"1,397",,"1,765",,
702238019,Western Poblacion,72238019,Bgy,,,,R,"1,602",,"1,528",,
702239000,Ronda,72239000,Mun,,,5th*,,"20,360",,"21,005",,
702239001,Butong,72239001,Bgy,,,,R,"1,617",,"1,641",,
702239002,Can-abuhon,72239002,Bgy,,,,R,930,,915,,
702239003,Canduling,72239003,Bgy,,,,R,"1,353",,"1,364",,
702239004,Cansalonoy,72239004,Bgy,,,,R,846,,920,,
702239005,Cansayahon,72239005,Bgy,,,,R,"1,947",,"2,003",,
702239006,Ilaya,72239006,Bgy,,,,R,"1,630",,"1,618",,
702239007,Langin,72239007,Bgy,,,,R,"1,262",,"1,255",,
702239008,Libo-o,72239008,Bgy,,,,R,"1,198",,"1,452",,
702239009,Malalay,72239009,Bgy,,,,R,"1,165",,"1,011",,
702239010,Palanas,72239010,Bgy,,,,R,"1,739",,"1,703",,
702239011,Poblacion,72239011,Bgy,,,,R,"1,992",,"2,059",,
702239012,Santa Cruz,72239012,Bgy,,,,R,"3,224",,"3,573",,
702239013,Tupas,72239013,Bgy,,,,R,592,,630,,
702239014,Vive,72239014,Bgy,,,,R,865,,861,,
702240000,Samboan,72240000,Mun,,,5th,,"20,884",,"20,373",,
702240001,Basak,72240001,Bgy,,,,R,"1,064",,"1,141",,
702240002,Bonbon,72240002,Bgy,,,,R,608,,613,,
702240003,Bulangsuran,72240003,Bgy,,,,R,"1,121",,"1,054",,
702240004,Calatagan,72240004,Bgy,,,,R,"1,371",,"1,284",,
702240005,Cambigong,72240005,Bgy,,,,R,782,,884,,
702240006,Canorong,72240006,Bgy,,,,R,"1,085",,964,,
702240007,Colase,72240007,Bgy,,,,R,"1,086",,"1,103",,
702240008,Dalahikan,72240008,Bgy,,,,R,"1,379",,"1,360",,
702240009,Jumangpas,72240009,Bgy,,,,R,"1,517",,"1,290",,
702240010,Camburoy,72240010,Bgy,,,,R,802,,941,,
702240011,Poblacion,72240011,Bgy,,,,R,"3,928",,"3,887",,
702240012,San Sebastian,72240012,Bgy,,,,R,"2,197",,"2,058",,
702240013,Suba,72240013,Bgy,,,,R,"1,948",,"1,931",,
702240014,Tangbo,72240014,Bgy,,,,R,"1,262",,"1,121",,
702240015,Monteverde,72240015,Bgy,,,,R,734,,742,,
702241000,San Fernando,72241000,Mun,,,2nd,,"66,280",,"72,224",,
702241002,Balud,72241002,Bgy,,,,U,"4,135",,"4,950",,
702241003,Balungag,72241003,Bgy,,,,R,"2,116",,"2,324",,
702241005,Basak,72241005,Bgy,,,,R,"1,017",,948,,
702241007,Bugho,72241007,Bgy,,,,R,"1,317",,"1,422",,
702241008,Cabatbatan,72241008,Bgy,,,,R,"1,933",,"2,075",,
702241009,Greenhills,72241009,Bgy,,,,R,"2,508",,"3,229",,
702241010,Lantawan,72241010,Bgy,,,,R,"2,054",,"2,157",,
702241011,Liburon,72241011,Bgy,,,,R,995,,"1,145",,
702241012,Magsico,72241012,Bgy,,,,R,"2,188",,"2,430",,
702241013,Poblacion North,72241013,Bgy,,,,R,"4,444",,"4,606",,
702241014,Panadtaran,72241014,Bgy,,,,U,"5,400",,"6,219",,
702241015,Pitalo,72241015,Bgy,,,,U,"7,962",,"7,886",,
702241016,San Isidro,72241016,Bgy,,,,U,"4,128",,"4,538",,
702241017,Sangat,72241017,Bgy,,,,U,"5,910",,"6,633",,
702241018,Poblacion South,72241018,Bgy,,,,U,"8,294",,"8,948",,
702241019,Tabionan,72241019,Bgy,,,,R,"2,147",,"2,285",,
702241020,Tananas,72241020,Bgy,,,,R,"1,706",,"1,861",,
702241021,Tinubdan,72241021,Bgy,,,,R,"2,215",,"1,764",,
702241022,Tonggo,72241022,Bgy,,,,R,"2,110",,"2,479",,
702241023,Tubod,72241023,Bgy,,,,R,"1,726",,"1,767",,
702241024,Ilaya,72241024,Bgy,,,,R,"1,975",,"2,558",,
702242000,San Francisco,72242000,Mun,,,3rd,,"55,180",,"59,236",,
702242001,Montealegre,72242001,Bgy,,,,R,"1,735",,"1,517",,
702242002,Cabunga-an,72242002,Bgy,,,,R,"2,226",,"2,334",,
702242003,Campo,72242003,Bgy,,,,R,"3,123",,"3,207",,
702242004,Consuelo,72242004,Bgy,,,,U,"5,750",,"6,260",,
702242006,Esperanza,72242006,Bgy,,,,U,"6,370",,"6,544",,
702242007,Himensulan,72242007,Bgy,,,,R,"2,331",,"2,486",,
702242008,Northern Poblacion,72242008,Bgy,,,,U,"4,786",,"5,334",,
702242009,San Isidro,72242009,Bgy,,,,R,"4,346",,"4,474",,
702242010,Santa Cruz,72242010,Bgy,,,,U,"5,465",,"6,035",,
702242011,Santiago,72242011,Bgy,,,,R,"2,412",,"2,384",,
702242012,Sonog,72242012,Bgy,,,,R,"3,799",,"4,004",,
702242013,Southern Poblacion,72242013,Bgy,,,,R,"4,143",,"4,618",,
702242014,Unidos,72242014,Bgy,,,,R,992,,964,,
702242015,Union,72242015,Bgy,,,,U,"5,023",,"6,083",,
702242016,Western Poblacion,72242016,Bgy,,,,R,"2,679",,"2,992",,
702243000,San Remigio,72243000,Mun,,,3rd,,"57,557",,"65,744",,
702243001,Anapog,72243001,Bgy,,,,R,"1,951",,"2,445",,
702243002,Argawanon,72243002,Bgy,,,,R,"4,118",,"4,738",,
702243003,Bagtic,72243003,Bgy,,,,R,"1,078",,"1,328",,
702243004,Bancasan,72243004,Bgy,,,,R,"1,644",,"1,774",,
702243005,Batad,72243005,Bgy,,,,R,"1,488",,"1,839",,
702243006,Busogon,72243006,Bgy,,,,R,"1,592",,"1,795",,
702243007,Calambua,72243007,Bgy,,,,R,"1,450",,"1,628",,
702243008,Canagahan,72243008,Bgy,,,,R,"1,489",,"1,746",,
702243009,Dapdap,72243009,Bgy,,,,R,"1,825",,"1,985",,
702243010,Gawaygaway,72243010,Bgy,,,,R,"1,423",,"1,764",,
702243011,Hagnaya,72243011,Bgy,,,,R,"4,127",,"4,222",,
702243012,Kayam,72243012,Bgy,,,,R,"1,350",,"1,604",,
702243013,Kinawahan,72243013,Bgy,,,,R,869,,"1,198",,
702243014,Lambusan,72243014,Bgy,,,,R,"2,495",,"2,732",,
702243015,Lawis,72243015,Bgy,,,,R,"1,251",,"1,629",,
702243016,Libaong,72243016,Bgy,,,,R,"1,213",,"1,367",,
702243017,Looc,72243017,Bgy,,,,R,"2,201",,"2,369",,
702243018,Luyang,72243018,Bgy,,,,R,"2,343",,"2,561",,
702243019,Maño,72243019,Bgy,,,,R,"3,698",,"4,340",,
702243020,Poblacion,72243020,Bgy,,,,U,"5,356",,"5,739",,
702243021,Punta,72243021,Bgy,,,,R,"3,174",,"3,272",,
702243022,Sab-a,72243022,Bgy,,,,R,"1,045",,"1,451",,
702243023,San Miguel,72243023,Bgy,,,,R,"1,706",,"2,391",,
702243024,Tacup,72243024,Bgy,,,,R,"2,354",,"2,913",,
702243025,Tambongon,72243025,Bgy,,,,R,"3,100",,"3,346",,
702243026,To-ong,72243026,Bgy,,,,R,"1,307",,"1,360",,
702243027,Victoria,72243027,Bgy,,,,R,"1,910",,"2,208",,
702244000,Santa Fe,72244000,Mun,,,4th,,"28,603",,"34,471",,
702244002,Hagdan,72244002,Bgy,,,,R,"3,486",,"3,957",,
702244003,Hilantagaan,72244003,Bgy,,,,R,"3,726",,"4,318",,
702244004,Kinatarkan,72244004,Bgy,,,,R,"1,667",,"2,124",,
702244005,Langub,72244005,Bgy,,,,R,"2,055",,"2,532",,
702244006,Maricaban,72244006,Bgy,,,,U,"3,286",,"5,771",,
702244007,Okoy,72244007,Bgy,,,,R,"3,916",,"4,692",,
702244008,Poblacion,72244008,Bgy,,,,R,"2,458",,"2,487",,
702244009,Balidbid,72244009,Bgy,,,,R,"1,853",,"2,006",,
702244010,Pooc,72244010,Bgy,,,,R,"3,280",,"3,423",,
702244011,Talisay,72244011,Bgy,,,,U,"2,876",,"3,161",,
702245000,Santander,72245000,Mun,,,4th,,"17,857",,"18,527",,
702245001,Bunlan,72245001,Bgy,,,,R,"2,171",,"2,296",,
702245002,Cabutongan,72245002,Bgy,,,,R,"1,050",,"1,310",,
702245003,Candamiang,72245003,Bgy,,,,R,"1,023",,"1,151",,
702245004,Liloan,72245004,Bgy,,,,R,"2,219",,"2,330",,
702245005,Lip-tong,72245005,Bgy,,,,R,"1,436",,"1,337",,
702245006,Looc,72245006,Bgy,,,,R,"2,053",,"2,190",,
702245007,Pasil,72245007,Bgy,,,,R,"1,665",,"1,603",,
702245008,Poblacion,72245008,Bgy,,,,R,"2,791",,"2,902",,
702245009,Talisay,72245009,Bgy,,,,R,"2,562",,"2,533",,
702245010,Canlumacad,72245010,Bgy,,,,R,887,,875,,
702246000,Sibonga,72246000,Mun,,,3rd,,"48,186",,"53,424",,
702246001,Abugon,72246001,Bgy,,,,R,"2,162",,"2,208",,
702246002,Bae,72246002,Bgy,,,,R,"1,153",,"1,375",,
702246003,Bagacay,72246003,Bgy,,,,R,"2,430",,"2,805",,
702246004,Bahay,72246004,Bgy,,,,U,"5,013",,"5,646",,
702246005,Banlot,72246005,Bgy,,,,R,"1,871",,"1,980",,
702246006,Basak,72246006,Bgy,,,,R,"1,106",,"1,195",,
702246007,Bato,72246007,Bgy,,,,R,"1,477",,"1,531",,
702246008,Cagay,72246008,Bgy,,,,R,816,,"1,021",,
702246009,Can-aga,72246009,Bgy,,,,R,"1,011",,"1,037",,
702246010,Candaguit,72246010,Bgy,,,,R,"2,360",,"2,513",,
702246011,Cantolaroy,72246011,Bgy,,,,R,634,,729,,
